T19AC 419:799 SEGGER J-Link V4.82 Log File (0000ms, 2775ms total)
T19AC 419:799 DLL Compiled: Mar 10 2014 19:07:45 (0000ms, 2775ms total)
T19AC 419:799 Logging started @ 2014-04-02 13:42 (0000ms, 2775ms total)
T19AC 419:799 JLINK_ExecCommand("Device = AT91SAM4SD32B", ...)Device "ATSAM4SD32B" selected (2048 KB flash, 160 KB RAM).  returns 0x00 (0002ms, 2777ms total)
T19AC 419:903 JLINK_ReadMemU8(0xE0001FE4, 0x0001 Items, ...) -- CPU is running >0x1D8 JTAG> -- Data:  B0  returns 0x01 (0001ms, 2880ms total)
T19AC 419:904 JLINK_ReadMemU8(0xE0001FE8, 0x0001 Items, ...) -- CPU is running >0x1D8 JTAG> -- Data:  3B  returns 0x01 (0001ms, 2881ms total)
T19AC 419:905 JLINK_ReadMemU8(0xE0001FEC, 0x0001 Items, ...) -- CPU is running >0x1D8 JTAG> -- Data:  00  returns 0x01 (0001ms, 2882ms total)
T19AC 419:906 JLINK_ReadMemU32(0xE00FF008, 0x0001 Items, ...) -- CPU is running >0x1D8 JTAG> -- Data:  03 30 F0 FF  returns 0x01 (0001ms, 2883ms total)
T19AC 419:907 JLINK_ReadMemU8(0xE0002FF0, 0x0001 Items, ...) -- CPU is running >0x1D8 JTAG> -- Data:  0D  returns 0x01 (0001ms, 2884ms total)
T19AC 419:908 JLINK_ReadMemU8(0xE0002FF4, 0x0001 Items, ...) -- CPU is running >0x1D8 JTAG> -- Data:  E0  returns 0x01 (0001ms, 2885ms total)
T19AC 419:909 JLINK_ReadMemU8(0xE0002FF8, 0x0001 Items, ...) -- CPU is running >0x1D8 JTAG> -- Data:  05  returns 0x01 (0001ms, 2886ms total)
T19AC 419:910 JLINK_ReadMemU8(0xE0002FFC, 0x0001 Items, ...) -- CPU is running >0x1D8 JTAG> -- Data:  B1  returns 0x01 (0001ms, 2887ms total)
T19AC 419:911 JLINK_ReadMemU8(0xE0002FD0, 0x0001 Items, ...) -- CPU is running >0x1D8 JTAG> -- Data:  04  returns 0x01 (0002ms, 2889ms total)
T19AC 419:913 JLINK_ReadMemU8(0xE0002FD4, 0x0001 Items, ...) -- CPU is running >0x1D8 JTAG> -- Data:  00  returns 0x01 (0001ms, 2890ms total)
T19AC 419:914 JLINK_ReadMemU8(0xE0002FD8, 0x0001 Items, ...) -- CPU is running >0x1D8 JTAG> -- Data:  00  returns 0x01 (0001ms, 2891ms total)
T19AC 419:915 JLINK_ReadMemU8(0xE0002FDC, 0x0001 Items, ...) -- CPU is running >0x1D8 JTAG> -- Data:  00  returns 0x01 (0001ms, 2892ms total)
T19AC 419:916 JLINK_ReadMemU8(0xE0002FE0, 0x0001 Items, ...) -- CPU is running >0x1D8 JTAG> -- Data:  03  returns 0x01 (0001ms, 2893ms total)
T19AC 419:917 JLINK_ReadMemU8(0xE0002FE4, 0x0001 Items, ...) -- CPU is running >0x1D8 JTAG> -- Data:  B0  returns 0x01 (0001ms, 2894ms total)
T19AC 419:918 JLINK_ReadMemU8(0xE0002FE8, 0x0001 Items, ...) -- CPU is running >0x1D8 JTAG> -- Data:  2B  returns 0x01 (0001ms, 2895ms total)
T19AC 419:919 JLINK_ReadMemU8(0xE0002FEC, 0x0001 Items, ...) -- CPU is running >0x1D8 JTAG> -- Data:  00  returns 0x01 (0001ms, 2896ms total)
